"variable","mean","median","sd","mad","q5","q95","q2.75","q97.5"
"lp__",-5334.197895,-5334.055,24.1909424329215,23.6252309999999,-5375.273,-5294.7285,-5383.150825,-5287.377
"skills[1]",0.99999979275,1,0.000102032987215247,0.000103782000000021,0.999831,1.00017,0.999805,1.0002
"skills[2]",1.32769314928575,1.2756,0.720870626034911,0.7562357124,0.2363341,2.6030075,0.1307172025,2.85586225
"skills[3]",1.49476145799,1.4495,0.762246031178323,0.806415792,0.30419385,2.804929,0.190427075,3.0322005
"skills[4]",1.5421242613625,1.519985,0.728152202031448,0.768787404,0.39688205,2.801721,0.259556185,3.067807
"skills[5]",1.2797098723815,1.24789,0.690189144822837,0.7215362007,0.21826355,2.5228895,0.14391,2.77333275
"skills[6]",1.15657016712825,1.088265,0.671682588931185,0.7112202699,0.16675665,2.367435,0.09663511075,2.5926925
"skills[7]",1.373291361278,1.332965,0.729201340137626,0.7800299598,0.242384,2.657381,0.1235609525,2.865043
"skills[8]",1.6066068025075,1.57172,0.778070275949023,0.833058114,0.39640175,2.9510065,0.2691855825,3.22637875
"skills[9]",1.4749459834625,1.44423,0.742206313634379,0.7703470992,0.2984645,2.7213095,0.1697930325,2.98464225
"skills[10]",1.45255546042725,1.404225,0.800396295753237,0.8784931323,0.25671385,2.8651265,0.1593998625,3.14422425
"skills[11]",1.3713257488675,1.334665,0.724471023091508,0.7593869787,0.2316307,2.6142265,0.1269733725,2.90096575
"skills[12]",1.190963756115,1.14682,0.683114764194842,0.7300307574,0.16644445,2.388228,0.1100162025,2.5972625
"skills[13]",1.2580754023465,1.194665,0.755106979331547,0.7741558986,0.15232785,2.604335,0.09307785,2.91625875
"skills[14]",1.43172081185,1.396065,0.70910696247978,0.7410338733,0.30267315,2.644603,0.1961468675,2.90072575
"skills[15]",1.266998589615,1.172225,0.768965898865141,0.8025899427,0.15495775,2.6556555,0.07811239925,2.9241035
"skills[16]",1.268838876011,1.20214,0.713616338223146,0.753553689,0.186137,2.517705,0.11502806,2.7709005
"skills[17]",1.098402229325,1.037375,0.646026994602594,0.6915802677,0.155929,2.2590435,0.08747574225,2.47754675
"skills[18]",1.48665273274,1.45571,0.746415479953094,0.7770469686,0.2955202,2.759364,0.16928544,3.0165655
"skills[19]",1.1681524054025,1.06307,0.740696595296287,0.7737607857,0.1324716,2.5153675,0.07708414325,2.8140915
"skills[20]",1.440973198155,1.383485,0.739769623397061,0.7803850425,0.3003181,2.7301215,0.20509226,3.0021725
"skills[21]",1.2478523722925,1.189365,0.74390491483282,0.7797037878,0.1495457,2.550443,0.07716274725,2.85385125
"skills[22]",1.19882766631175,1.0932,0.742298303345782,0.7741262466,0.15708135,2.536885,0.08714406025,2.812322
"skills[23]",1.26196105982,1.212575,0.693184530149098,0.7333147164,0.22238065,2.4872655,0.1349232725,2.705008
"skills[24]",1.1530695806225,1.0779,0.673482175601097,0.7034158635,0.17653265,2.355028,0.108164625,2.6483665
"skills[25]",1.27052330275178,1.22189,0.675296736706986,0.7029191925,0.2369454,2.4669465,0.1319883525,2.7441005
"skills[26]",1.07738486412138,1.00965,0.653679583025041,0.6993098028,0.12870055,2.248688,0.06574256425,2.52067125
"skills[27]",1.2784094643475,1.19999,0.773151232915534,0.8081496927,0.1675847,2.690201,0.107362405,2.97795725
"skills[28]",1.2566001578955,1.174765,0.765177965505381,0.8093550465,0.1559163,2.6329535,0.08526705575,2.96264525
"skills[29]",1.22073707405,1.157315,0.677155464337619,0.7168371,0.19989735,2.421968,0.1362539475,2.70922325
"skills[30]",1.39150413345,1.343385,0.734836486337479,0.774132177,0.25749335,2.657365,0.1554938925,2.9270275
"skills[31]",1.283594937465,1.226095,0.725692188654746,0.763309197,0.18625275,2.5332805,0.116581065,2.82172025
"skills[32]",1.100496990305,1.036055,0.650412995625724,0.691536531,0.1537074,2.246311,0.0914115365,2.51797875
"skills[33]",1.5735513440285,1.52361,0.801955438713227,0.830663715,0.33313285,2.9654575,0.1823019475,3.21948725
"skills[34]",1.41665032161875,1.35482,0.788580364982878,0.8105730024,0.2149767,2.840542,0.13013478,3.0989025
"skills[35]",1.1931982455125,1.14458,0.675666574411681,0.717215163,0.1717485,2.402659,0.1000304225,2.61487125
"skills[36]",1.16330092793,1.12979,0.651598111143254,0.6944327901,0.1849679,2.311204,0.12094637,2.53844725
"skills[37]",1.404696890265,1.36747,0.714411053739476,0.7538983935,0.2962903,2.678124,0.1862993975,2.912167
"skills[38]",1.35917074872825,1.30163,0.799486495349338,0.8418047127,0.15457965,2.7805345,0.088318504,3.0661645
"skills[39]",1.7396739642325,1.713,0.791769599904507,0.799499463,0.4736573,3.0863045,0.283020735,3.3497595
"skills[40]",1.209794750675,1.14077,0.678678724725988,0.7161914277,0.2269085,2.4304095,0.1374818225,2.65133125
"skills[41]",1.6360395477,1.614865,0.754615655956371,0.787164231,0.4404194,2.92061,0.3084813125,3.1975505
"skills[42]",1.567008796725,1.547225,0.771192601499268,0.798283731,0.34413135,2.8758715,0.23467876,3.1979575
"skills[43]",1.32023300790075,1.284585,0.707733580784957,0.74715627,0.23253575,2.5548435,0.146754635,2.82308675
"skills[44]",1.480154688595,1.41616,0.778443790333168,0.845089413,0.30102305,2.843548,0.196310925,3.11085
"skills[45]",1.5637323940475,1.54318,0.763146491878099,0.798217014,0.33638845,2.882128,0.2075288125,3.123286
"skills[46]",1.3484326548,1.31568,0.706698657699881,0.759113439,0.2609789,2.571375,0.172498275,2.8444645
"skills[47]",1.303499505605,1.249275,0.70278977036257,0.7369389321,0.22379325,2.522825,0.132728545,2.76394725
"skills[48]",1.21383152526332,1.154335,0.699542028118951,0.731766882,0.18361345,2.485865,0.095643615,2.71371175
"skills[49]",1.485594070955,1.455835,0.764587259770826,0.81253893,0.3003492,2.805087,0.1625450125,3.1044315
"skills[50]",1.2388354681475,1.194985,0.66919866668132,0.6975151155,0.2179064,2.4206275,0.1229491475,2.661766
"skills[51]",1.42973265427625,1.35985,0.784938537948835,0.8261618001,0.2317679,2.8230325,0.1361558025,3.07482275
"skills[52]",1.29063868688793,1.22085,0.702837135941222,0.7438589676,0.2347176,2.558935,0.143893845,2.81944175
