variable,mean,median,sd,mad,q5,q95,q2.75,q97.5
lp__,-715.97206775,-715.6695,3.17136231553477,3.08899710000002,-721.58835,-711.31,-722.975805,-710.632775
skills[1],0.9999978205,0.999999,0.000100365826377983,0.000102299399999814,0.999833,1.00016,0.999809,1.00018
skills[2],1.294317928,1.282395,0.187634385702309,0.186622275,1.007008,1.621612,0.96253525,1.68834125
skills[3],0.9143900285,0.903943,0.135250601149109,0.129549588,0.70869555,1.1555845,0.6773373025,1.211298
skills[4],0.572447797,0.5685405,0.0821241114209064,0.0814822134,0.44520785,0.7135844,0.42793606,0.750188575
skills[5],0.890553638,0.8807795,0.133940559001926,0.1324858773,0.6828651,1.126869,0.656488835,1.169261
skills[6],0.63865176675,0.631632,0.0947035870607807,0.0927566450999999,0.49450595,0.80492345,0.477389615,0.841687375
skills[7],1.32549661225,1.314765,0.193008482112102,0.190580817,1.027659,1.6470305,0.9819072775,1.7280675
skills[8],0.9586310705,0.948161,0.144440079012613,0.1429426551,0.7378007,1.2117265,0.706968225,1.27250625
skills[9],1.0536688245,1.04461,0.153739302702086,0.1487907708,0.8163491,1.314483,0.7857710875,1.382744
skills[10],0.80223775875,0.7932025,0.12011781490798,0.1155508788,0.61739685,1.0135215,0.5915239375,1.054511
skills[11],1.63392764325,1.62441,0.226135489801159,0.22958061,1.2825655,2.0203575,1.2283606,2.09954625
skills[12],0.75639535975,0.751465,0.111696054630125,0.1101697821,0.58619055,0.9450228,0.55777475,0.988903025
skills[13],0.8633546045,0.85388,0.128001762102017,0.1284695139,0.66720845,1.0839485,0.639694605,1.133336
skills[14],0.764498463,0.757367,0.113323649908452,0.1118933046,0.59179665,0.9629377,0.57057872,1.006545
skills[15],0.73942733575,0.7309645,0.110144450503365,0.106724961,0.57194245,0.93611575,0.5532715525,0.978554525
skills[16],0.9929629235,0.9840005,0.144095649844368,0.1423651824,0.77380695,1.247893,0.7409560025,1.30283425
skills[17],0.96151990625,0.951346,0.141907657168453,0.1431568908,0.74094615,1.2068915,0.7095887375,1.258036
skills[18],1.040967185,1.031825,0.152575028421374,0.1532385708,0.8050832,1.307671,0.776284945,1.3671855
skills[19],1.185086014,1.17323,0.173869729278439,0.172233642,0.92903015,1.4864835,0.8941371325,1.56405725
skills[20],0.88337256,0.8734085,0.134189076997162,0.1328150145,0.6827195,1.1205105,0.657035355,1.17899525
