variable,mean,median,sd,mad,q5,q95,q2.75,q97.5
lp__,-365.568095,-365.231,3.12428201512004,3.00374759999997,-371.1186,-361.05365,-372.4013025,-360.267725
skills[1],1.00000111125,1,0.00010060047458794,0.000103781999999857,0.999835,1.00017,0.999805,1.0002
skills[2],1.47126616025,1.4522,0.28009116557343,0.273398853,1.0444175,1.9645465,0.9902330175,2.0826425
skills[3],1.5204723695,1.49619,0.289160074738918,0.292835739,1.081226,2.016926,1.025224175,2.1217945
skills[4],1.40332829175,1.37431,0.277360084371773,0.268617468,0.9831568,1.8885215,0.9323682,2.01437625
skills[5],1.368230155,1.34194,0.274445139290078,0.265051815,0.97392095,1.859342,0.9173036225,1.98376425
skills[6],1.36944027375,1.347985,0.26884623147304,0.259336392,0.96940775,1.8382465,0.91635579,1.974994
skills[7],1.86822319,1.85128,0.340960779879389,0.349018866,1.3420285,2.4742765,1.268399225,2.583165
skills[8],1.305867296,1.281285,0.257944127944216,0.249410385,0.92081755,1.7700665,0.8721265575,1.8781025
skills[9],1.121446303,1.103415,0.221806571760676,0.217912548,0.7935981,1.52122,0.75562044,1.61121075
skills[10],1.3770299595,1.353705,0.273886174055571,0.266756805,0.9697891,1.863433,0.918506,1.9631935
skills[11],0.824452963,0.8084065,0.1705032589706,0.1620904341,0.56976455,1.12924,0.535244505,1.20041925
skills[12],1.434600022,1.40893,0.278129539704804,0.273354375,1.019503,1.929156,0.9727657325,2.0446425
skills[13],1.0118763755,0.986578,0.218213760224487,0.2067663612,0.69707375,1.395591,0.6514090825,1.49880775
skills[14],1.080204406,1.05674,0.220155349134915,0.212775339,0.7522275,1.4840825,0.71398671,1.57076625
skills[15],0.9492805255,0.9313015,0.189698548973557,0.1838994801,0.6712581,1.2901325,0.6351622575,1.379813
skills[16],1.47321451675,1.45139,0.282790641732431,0.276008229,1.0421965,1.980601,0.9842855175,2.08601
skills[17],0.93310776425,0.915602,0.191889634026953,0.1891923621,0.6482322,1.277512,0.6170947175,1.346408
skills[18],0.995032402,0.971866,0.20186183900328,0.190869924,0.69912415,1.351351,0.65354957,1.43303525
skills[19],0.96638719925,0.952195,0.198490135144035,0.1964059524,0.672062,1.3142405,0.6363042325,1.40689125
skills[20],1.134866018,1.114425,0.230251905993459,0.2221720578,0.79983675,1.5336805,0.752859005,1.654243
home_force,0.291901249225,0.2877085,0.0756217314934503,0.0752745672,0.17594665,0.4217252,0.16059389,0.452161475
