"variable","mean","median","sd","mad","q5","q95","q2.75","q97.5"
"lp__",-4956.33749,-4963.01,22.4690947070446,14.1884819999996,-4986.7005,-4913.6485,-4992.17055,-4911.9595
"home_advantage",0.51355630475,0.514006,0.0170636071685115,0.0159631542,0.48794635,0.53862125,0.47688264,0.54538085
"skill[1]",0.597787889,0.5895815,0.0629291530040698,0.0501318951,0.49842615,0.71967995,0.4792953125,0.7688356
"skill[2]",-0.2306753569375,-0.235735,0.0979003376358658,0.0960094695,-0.386178,-0.06139543,-0.41491434,-0.0334130324999999
"skill[3]",0.185557512109,0.19022,0.0659860822810587,0.0411614238,0.05351187,0.2957912,0.03849207575,0.3275046
"skill[4]",-0.1703421874646,-0.2134525,0.21676319896906,0.229172895,-0.4810399,0.1485532,-0.565873575,0.152830175
"skill[5]",0.338672286,0.3130835,0.11913405319422,0.1497922671,0.16974805,0.51825515,0.16355191,0.5370792
"skill[6]",-0.032850492884825,-0.02721255,0.0673181554655997,0.07345793742,-0.13720555,0.085164155,-0.150912275,0.09561808
"skill[7]",0.26430177115,0.264708,0.0689962139645946,0.0797030934,0.1582695,0.36664025,0.1429001625,0.388501225
"skill[8]",-0.103274014158975,-0.1056855,0.0580020286618312,0.05051700045,-0.198466,0.00806458399999994,-0.2132688875,0.0251778875
"skill[9]",0.17592128895,0.1772585,0.0767069336872586,0.0863206785,0.058448155,0.30336135,0.0505935655,0.34979375
"skill[10]",0.447387094,0.446799,0.0835468896742017,0.067406409,0.30764425,0.5897448,0.2483217525,0.610945975
"skill[11]",0.46637725425,0.463308,0.0831624907161493,0.1021971006,0.3547552,0.61891835,0.35069289,0.6350232
"skill[12]",0.50287992525,0.501176,0.079304666909584,0.0743724050999999,0.37554305,0.63548385,0.351865955,0.6868746
"skill[13]",-0.128504197451,-0.1389945,0.050906046373374,0.0371769363,-0.20229055,-0.030200615,-0.2175494275,-0.00340624849999996
"skill[14]",0.20547435831625,0.2058625,0.0925096920094256,0.1058064903,0.06216614,0.3667036,0.0518994255,0.38603055
"skill[15]",0.4642023335,0.467121,0.0606626545841185,0.0655442634,0.35209215,0.55733005,0.339988765,0.56407325
"skill[16]",-0.36636132445705,-0.446425,0.220042811284316,0.0975565626,-0.60790375,0.02147018,-0.6192492375,0.0261841825
"skill[17]",-0.1864085618225,-0.284877,0.856954603387829,1.301374389,-1.340364,1.166587,-1.368039625,1.19299
"skill[18]",0.6126159305,0.6036845,0.0620713411120787,0.0580230336000001,0.51463685,0.7154326,0.502563115,0.737391775
"skill[19]",-0.2521916566442,-0.2578525,0.118234989798636,0.1174389699,-0.44784315,-0.049046615,-0.458821505,-0.0191164675
"skill[20]",-0.1930299157816,-0.192317,0.13139984883461,0.1558642554,-0.39759125,0.010999185,-0.417385365,0.0200684625
"skill[21]",-0.7338492425,-1.435545,1.27873383070647,0.134975904,-1.5646615,1.623182,-1.57152275,1.6439515
"skill[22]",-0.187881479560875,-0.2193905,0.123209596072939,0.1438359216,-0.34041225,0.01763299,-0.3531807375,0.0769219425
"skill[23]",0.0969043532580004,-0.0178811,0.597693674598207,0.6556375959,-0.6541303,1.061619,-0.659399715,1.077164
"skill[24]",-0.6197556745,-0.579378,0.299720787750842,0.3816442203,-1.137337,-0.2620658,-1.1509255,-0.255821075
"skill[25]",-0.456604018,-0.9580335,1.15631640981092,0.4215795339,-1.44636,1.5224835,-1.461280275,1.53101425
"skill[26]",-0.43791371615,-0.4379115,0.128329496270842,0.1210231554,-0.6282549,-0.19292375,-0.6433079625,-0.14805585
"skill[27]",-0.23263922391925,-0.326561,0.239702270239247,0.2438046744,-0.50198725,0.227111,-0.50462622,0.250012275
"skill[28]",-0.140713413000001,-0.36480495,0.848556006458765,0.84643702227,-1.119407,1.1314705,-1.155194475,1.1390505
"skill[29]",-0.08062281493875,-0.0808773,0.126208496829251,0.11898042912,-0.31603035,0.1161573,-0.3497880625,0.1349766
"skill[30]",0.42968636,0.697107,1.16190041021914,1.0726055025,-1.517937,1.7922945,-1.590109425,1.801173
"skill[31]",0.1280039258673,0.147822,0.11742338681536,0.13365587109,-0.067395195,0.295527,-0.0782970345,0.3394583
"skill[32]",0.36602117347175,0.2194665,0.383264328036173,0.23046186744,-0.043165855,1.012596,-0.09709318575,1.01881
"skill[33]",-0.314018965189725,-0.3322135,0.25955599430199,0.3136262388,-0.690752,0.0882454699999998,-0.69386511,0.1505694
"skill[34]",-0.41415736405,-0.581471,0.422880256985436,0.248661672,-0.94570505,0.3111818,-1.01393885,0.33012995
