"variable","mean","median","sd","mad","q5","q95","q2.75","q97.5"
"lp__",-714.21002525,-713.9175,7.8998614224071,7.94302949999994,-727.86805,-701.66565,-730.4813475,-699.531825
"mu",-0.0183328909325,-0.01891635,0.638673425394372,0.6347996529,-1.0890545,1.009659,-1.26256915,1.23000175
"h[1]",0.1710178831735,0.1764195,0.624092833387537,0.6157667754,-0.8511513,1.1896095,-1.018986875,1.37108775
"h[2]",-0.193060141888475,-0.2008735,0.637982136993795,0.6373393467,-1.219847,0.85363025,-1.405381825,1.0706525
"a[1]",0.308265877421,0.3148305,0.601084080551756,0.60659415159,-0.67443465,1.2970225,-0.8560199775,1.46589275
"a[2]",0.18004124956725,0.1738185,0.597431665706449,0.5875721712,-0.80511705,1.182645,-0.9882038675,1.34363975
"a[3]",0.039375440666575,0.03813705,0.612046770438193,0.61862159583,-0.94087125,1.027411,-1.131338325,1.21187975
"a[4]",-0.5173601059635,-0.531374,0.617818119108143,0.607465698,-1.5080315,0.4967701,-1.691446375,0.715643725000001
"a[5]",-0.09449995597825,-0.108988,0.619014158634596,0.610401246,-1.1137895,0.931784,-1.269736625,1.14561825
"a[6]",-0.39260870311375,-0.3826485,0.627129670189968,0.6136288662,-1.427764,0.63275765,-1.6320717,0.821971800000001
"a[7]",0.243769106287075,0.2312425,0.606981099560294,0.6055427658,-0.7521938,1.250687,-0.93684058,1.4480215
"a[8]",0.15561240440375,0.157734,0.609789853407459,0.5977042596,-0.8742817,1.17339,-1.021936475,1.36814475
"a[9]",-0.03466546481465,-0.0358968,0.608461844543529,0.6041216937,-1.046377,0.96734585,-1.196004125,1.1474975
"a[10]",-0.18404912113525,-0.1940765,0.609465376213564,0.6201500823,-1.1894165,0.802456899999999,-1.3666964,0.987424375
"a[11]",0.48884328689375,0.4954835,0.605490064737908,0.61128020541,-0.5073015,1.4749925,-0.6812829925,1.641715
"a[12]",-0.243974248275,-0.235256,0.626512585495641,0.6193050003,-1.2725725,0.77556585,-1.466317275,1.01466775
"a[13]",-0.0303952141335,-0.02708835,0.609197922312427,0.60248734959,-1.0548415,0.96610695,-1.24976045,1.16498925
"a[14]",0.08212799360025,0.07144645,0.595500915000847,0.59311346283,-0.9062225,1.0561335,-1.054633,1.24469175
"a[15]",-0.14991027036095,-0.150067,0.618642068987134,0.6152953086,-1.1743805,0.856599399999999,-1.354241275,1.05898975
"a[16]",0.006739127665775,0.01052885,0.608409265544444,0.6082351674,-0.9740113,1.0078075,-1.13747445,1.19630475
"a[17]",0.0593946668935,0.0774016,0.635073767368834,0.614470983,-1.012458,1.1089425,-1.178498975,1.32529825
"a[18]",0.00827032684486749,0.0004591855,0.609820690373033,0.6089463491223,-0.98527645,1.018488,-1.150689525,1.18768925
"a[19]",0.1509149202455,0.145144,0.612621947522801,0.608525757,-0.84938055,1.1478005,-0.996907635,1.37831375
