variable,mean,median,sd,mad,q5,q95,q2.75,q97.5
lp__,-727.9192165,-727.6395,3.19213885478762,3.19796820000006,-733.5415,-723.21285,-734.6745225,-722.625625
skills[1],1.00000065575,0.9999995,9.99728132183554e-05,0.00010452329999996,0.999837,1.00016,0.9998109725,1.0002
skills[2],0.71971511125,0.708577,0.114172958140435,0.1108918083,0.5500061,0.91847385,0.52336088,0.963905725
skills[3],1.37889506325,1.363245,0.214727116047367,0.209535858,1.051514,1.759199,1.012744425,1.84637975
skills[4],1.073412857,1.06129,0.167109093770252,0.1682395176,0.82404565,1.3693815,0.78715484,1.4261945
skills[5],1.55439114625,1.54065,0.233701205541478,0.232923873,1.1999645,1.966443,1.148602675,2.05416675
skills[6],1.09190359275,1.07723,0.176796171342697,0.1743218841,0.82812645,1.412713,0.794598475,1.496301
skills[7],1.059926797,1.04777,0.166917054339004,0.162470721,0.80704225,1.3624615,0.77612893,1.4251245
skills[8],1.131420785,1.1208,0.176872713781899,0.173404896,0.86637505,1.447183,0.82760471,1.51098425
skills[9],1.269562587,1.25396,0.197804185565016,0.19755645,0.97196665,1.6060035,0.932702625,1.68904625
skills[10],1.0218746315,1.005825,0.162667681501963,0.1601163522,0.7774731,1.312727,0.747786325,1.371294
skills[11],1.37640063,1.367305,0.211034799023584,0.217289856,1.049764,1.73458,1.01201065,1.82538325
skills[12],0.94372010275,0.9313555,0.152871495763471,0.148378608,0.7182826,1.219286,0.68484772,1.27684725
skills[13],1.14518467725,1.130715,0.178986927792645,0.175006104,0.87587885,1.458422,0.8315761175,1.531133
skills[14],0.77092319825,0.763456,0.12319954087375,0.1229127291,0.58189435,0.9883962,0.558050725,1.03726325
skills[15],1.17484262075,1.16219,0.18585873775511,0.183901704,0.89985125,1.5078225,0.8642184525,1.57170925
skills[16],0.86829362125,0.8589765,0.136156585641129,0.1368462039,0.6651088,1.104023,0.6366864325,1.163393
skills[17],1.08105131925,1.067035,0.176550868939393,0.1748296746,0.8166615,1.3880385,0.7782892775,1.46927925
skills[18],1.0772613965,1.065895,0.169034785550004,0.1656516393,0.8201737,1.379325,0.78341128,1.440183
skills[19],0.66722821575,0.661339,0.10674143594415,0.1075359432,0.50701275,0.85491135,0.483261425,0.89006945
skills[20],1.10776257375,1.09631,0.176415821095501,0.171892644,0.83649145,1.4196355,0.803816305,1.48024575
home_force,0.188891617475,0.1863435,0.0463793206312513,0.045426864,0.1181234,0.26960815,0.10620869,0.286003025
