"variable","mean","median","sd","mad","q5","q95","q2.75","q97.5"
"lp__",-510.69061825,-510.693,16.6816866050323,16.3634562,-536.41905,-483.2791,-537.6430275,-481.150875
"home_advantage",0.58414160525,0.5727375,0.0571772125796198,0.0593091890999999,0.51094435,0.69049515,0.50851134,0.704064275
"skill[1]",0.0280923606750002,0.2186745,0.535533549159555,0.1502889381,-0.8979318,0.6224873,-0.9112606525,0.680318375
"skill[2]",0.484770955732,0.4833535,0.377105340978416,0.5033145306,-0.1019809,0.99016615,-0.1227218225,1.00803575
"skill[3]",0.1529715032865,-0.0230142,0.564455167235162,0.50550848208,-0.59386465,1.0748355,-0.6284703275,1.112271
"skill[4]",-0.87927232925,-0.752181,0.301249699874228,0.3058285041,-1.430106,-0.55830155,-1.520128525,-0.547213975
"skill[5]",-0.39289073825,-0.424491,0.652942897381548,0.9065980392,-1.313054,0.56592095,-1.322237975,0.5787712
"skill[6]",-0.4814422025,-0.3549525,0.57842634901896,0.9486883119,-1.2482915,0.3087415,-1.25611055,0.31189515
"skill[7]",0.74347668375,0.7231365,0.346886051727584,0.4522945581,0.36132065,1.339772,0.3166049075,1.36281525
"skill[8]",-0.46388478125,-0.424881,0.463073221078579,0.8093454096,-0.99441765,0.2687526,-1.00515055,0.2840152
"skill[9]",0.0394945184202504,0.0655087,0.428995129391591,0.27836230128,-0.6490895,0.6865929,-0.65699225,0.713323375
"skill[10]",-0.0945901291997752,-0.126389,0.528805777869696,0.6583981971,-0.8894248,0.66808665,-0.9103863925,0.675403875
"skill[11]",1.673341155,1.683475,0.273974586530062,0.30326583,1.228559,2.1309065,1.154131025,2.20942225
"skill[12]",-0.64274210525,-0.956022,0.585151020070304,0.2587403868,-1.1888045,0.3571549,-1.202933575,0.362264075
"skill[13]",0.12102370065975,0.04878645,0.291931960807447,0.2904961962,-0.27245845,0.55804705,-0.3147420825,0.559339025
"skill[14]",0.00713185027500081,-0.179818,0.782286992406088,0.7351182993,-0.78815325,1.3197065,-0.79657753,1.32907075
"skill[15]",-0.7300867925,-1.0484085,1.03479260179703,1.0065490008,-1.849435,0.9233001,-1.8615321,0.94031445
"skill[16]",0.10653644763525,0.1310301,0.529665928771049,0.7084359471,-0.6429584,0.82003375,-0.646930275,0.825945275
"skill[17]",0.0849342031985497,0.01639545,0.611271845931495,0.9366785106,-0.7793389,1.104242,-0.7907513375,1.12381725
"skill[18]",-0.0577568151410251,-0.2783325,0.591720813064102,0.6056235675,-0.7140175,0.89380965,-0.7208265675,0.9092619
"skill[19]",0.333608948543425,0.284907,0.276597702059386,0.2568871368,-0.02209376,0.89892325,-0.048828972,1.0068865
"skill[20]",-0.0327143037327498,0.179713,0.444527597025528,0.4268827941,-0.7301941,0.53439275,-0.7388744075,0.542245475
