year,championship,model_name,num_rounds,brier_score,ranked_probability_score,log_score
2019,brazil,poisson_1,15,0.6304984191347826,0.2179468046086957,1.0492283046896944
2019,brazil,poisson_1,20,0.6199980143188889,0.2116923507049998,1.0341499926946514
2019,brazil,poisson_1,19,0.6191669291968421,0.212736782548421,1.0331401653175534
2020,brazil,poisson_1,5,0.6703077785266666,0.2327637358554547,1.1044229262473544
2020,brazil,poisson_1,10,0.6583064854300001,0.2279078607412502,1.0864896631353325
2020,brazil,poisson_1,15,0.6519294560991306,0.2265066502726085,1.0773693161926086
2020,brazil,poisson_1,20,0.6466362753711111,0.2267540087927779,1.0700086264039663
2020,brazil,poisson_1,19,0.6463716581905262,0.2256173780657896,1.0692932852851946
2021,brazil,poisson_1,5,0.6678198055812122,0.232670896395909,1.097745704086844
2021,brazil,poisson_1,10,0.6668994584057143,0.2322571184958929,1.0980061850915246
2021,brazil,poisson_1,15,0.6528411493660871,0.2259570532897827,1.078177998379071
2021,brazil,poisson_1,20,0.6414728179622222,0.2240654715713889,1.0618233239451886
2021,brazil,poisson_1,19,0.6433623023578947,0.2258251493621053,1.0646241161670895
2022,brazil,poisson_1,5,0.6729620541066668,0.2354675718666664,1.1076938180178637
2022,brazil,poisson_1,10,0.6419274594635714,0.2227395478058926,1.0631648974274317
2022,brazil,poisson_1,15,0.6348314727834782,0.2200235641536955,1.0529763218179145
2022,brazil,poisson_1,20,0.6351931347944444,0.2185408084044445,1.053836608422188
2022,brazil,poisson_1,19,0.6352517893431578,0.2202779181455262,1.0539545802836576
2023,brazil,poisson_1,5,0.6684180029460606,0.234962962706212,1.1034444775172707
2023,brazil,poisson_1,10,0.6495209311314286,0.2273083609839285,1.074162604667689
2023,brazil,poisson_1,15,0.6566267988356522,0.2304632072376088,1.0837295265475917
2023,brazil,poisson_1,20,0.6580643145311111,0.2337577350358335,1.0853135354286525
2023,brazil,poisson_1,19,0.6572993258821053,0.2325432332239472,1.084877467518795
2024,brazil,poisson_1,5,0.6629340764745455,0.2348099548346966,1.0941547397337177
2024,brazil,poisson_1,10,0.6595392077471428,0.2329584498501788,1.0917275197870835
2024,brazil,poisson_1,15,0.6618323837226088,0.2330315685443477,1.094301932387807
2024,brazil,poisson_1,20,0.6592574954966667,0.2278162911683331,1.0894421029556198
2024,brazil,poisson_1,19,0.656266785131579,0.228209189698421,1.085553970353995
2019,brazil,poisson_2,5,0.6291890937842425,0.2157431915904545,1.0476795189523949
2019,brazil,poisson_2,10,0.6116911827128572,0.2064219374137499,1.0220450062004394
2019,brazil,poisson_2,15,0.6116849609173913,0.2095649119460871,1.0231311608360336
2019,brazil,poisson_2,20,0.6042816412366666,0.2042599429641666,1.012214559399646
2019,brazil,poisson_2,19,0.6026753019273684,0.2051584068252631,1.0097033636091983
2020,brazil,poisson_2,5,0.6654311737642424,0.2304698299478787,1.097188181324412
2020,brazil,poisson_2,10,0.6425680188507142,0.2203360489482143,1.064091245291184
2020,brazil,poisson_2,15,0.6358596455026087,0.2190320177610868,1.054212719593486
2020,brazil,poisson_2,20,0.6269178540744443,0.2184289800925002,1.0425443490229047
2020,brazil,poisson_2,19,0.6273063229231579,0.2171904442257893,1.0425077245491696
2021,brazil,poisson_2,5,0.667415363270909,0.2325677299307574,1.0971628163738982
2021,brazil,poisson_2,10,0.6518023395085714,0.2248405849866071,1.0761389942316189
2021,brazil,poisson_2,15,0.6390153200156521,0.2193151598269565,1.0584756350802138
2021,brazil,poisson_2,20,0.6201167058322222,0.2141479381786111,1.032104281135602
2021,brazil,poisson_2,19,0.6237459766231579,0.2165803165647368,1.0372064350405863
2022,brazil,poisson_2,5,0.656748578209697,0.2276165815760606,1.0848659541672303
2022,brazil,poisson_2,10,0.6241386097192857,0.2151408131017856,1.0395804745065362
2022,brazil,poisson_2,20,0.6222975714188888,0.2131605856483332,1.0364816732033324
2022,brazil,poisson_2,19,0.6195928295610527,0.2136842437105262,1.033068451953606
2023,brazil,poisson_2,5,0.6466194370278787,0.2251816558042426,1.0718676295868887
2023,brazil,poisson_2,10,0.628568666147857,0.2185097974048214,1.0443785155236502
2023,brazil,poisson_2,15,0.6342439189626088,0.2204390539652171,1.0517652407760507
2023,brazil,poisson_2,20,0.6378963546433334,0.2250804170361109,1.056955343361592
2023,brazil,poisson_2,19,0.6374884516073683,0.2240904221660526,1.0566831225080522
2024,brazil,poisson_2,5,0.6506569444127274,0.229118321713636,1.0762294985127037
2024,brazil,poisson_2,10,0.6412309899857144,0.2243459845664286,1.0645635064739365
2024,brazil,poisson_2,15,0.6427326393713043,0.2238513152669566,1.0654509706960622
2024,brazil,poisson_2,20,0.6441826093622223,0.2200004823819447,1.065426707713441
2024,brazil,poisson_2,19,0.6436468451789474,0.2219069395160526,1.0653110455940031
2019,brazil,poisson_3,5,0.6843662240666667,0.2357476523342426,1.1240330216325298
2019,brazil,poisson_3,10,0.6839294242907142,0.2347504194191074,1.1218440144129715
2019,brazil,poisson_3,15,0.6769438054069564,0.2360065501541304,1.1108706409861544
2019,brazil,poisson_3,20,0.6728686545688889,0.233490288636111,1.105211997149992
2019,brazil,poisson_3,19,0.6754440724378947,0.2352944060378949,1.1087294529180132
2020,brazil,poisson_3,5,0.6790932066484848,0.2328923278128788,1.1157014621353665
2020,brazil,poisson_3,10,0.6652632028428571,0.2311160485039287,1.0967634870909135
2020,brazil,poisson_3,15,0.6716034202382607,0.233664734607609,1.106792874286002
2020,brazil,poisson_3,20,0.6605389123588888,0.2351093668658332,1.0891034088116691
2020,brazil,poisson_3,19,0.6631481721494736,0.2341860814518422,1.0929335477748865
2021,brazil,poisson_3,5,0.6972464526618182,0.2343554470224243,1.1425433406894316
2021,brazil,poisson_3,10,0.6687924200914286,0.2305510380539288,1.1005236984754614
2021,brazil,poisson_3,15,0.6681352829660869,0.2309753841202174,1.0990344769430098
2021,brazil,poisson_3,20,0.6617532474311111,0.2334882300883332,1.088799932819258
2021,brazil,poisson_3,19,0.6637379921315788,0.2342325406860525,1.091733942908978
2022,brazil,poisson_3,5,0.6781337620757576,0.2327380911534849,1.1148578061992984
2022,brazil,poisson_3,10,0.6590109662242858,0.2324965204251786,1.0866632442283548
2022,brazil,poisson_3,15,0.6537107789017393,0.2321193103328263,1.077927473070207
2022,brazil,poisson_3,20,0.6548916096644444,0.2304689269408332,1.079484407279416
2022,brazil,poisson_3,19,0.6554185336042104,0.2319185744310525,1.0799371569839704
2023,brazil,poisson_3,5,0.6658176639436364,0.2336942873895453,1.0960164229159417
2023,brazil,poisson_3,10,0.6631622854278572,0.2348935687710714,1.0924766654729747
2023,brazil,poisson_3,15,0.6643337521217391,0.2346809847430434,1.0935316355806446
2023,brazil,poisson_3,20,0.6628872842988889,0.2364108835041669,1.0916351021904047
2023,brazil,poisson_3,19,0.664435886008421,0.2362655502086841,1.0937853353602385
2024,brazil,poisson_3,5,0.7050104260296969,0.2417206761421212,1.1529119623539996
2024,brazil,poisson_3,10,0.6757554604492857,0.2358724880208928,1.1116774868559312
2024,brazil,poisson_3,15,0.6704095132217391,0.2341611769058696,1.1042807066846816
2024,brazil,poisson_3,20,0.6731963729433333,0.2315625173063889,1.1091919307689435
2024,brazil,poisson_3,19,0.6717778223126317,0.2330487504176313,1.1066282140097945
2019,brazil,poisson_4,5,0.6568961108848486,0.2231404728219696,1.089813685735448
2019,brazil,poisson_4,10,0.6605383763171429,0.2243764335641072,1.097878038052315
2019,brazil,poisson_4,15,0.6525743765295651,0.2249309480397826,1.0835444713052695
2019,brazil,poisson_4,20,0.6436940152455556,0.219485862821389,1.071282084346977
2019,brazil,poisson_4,19,0.6478401941905263,0.2220974870389474,1.0773277947921025
2020,brazil,poisson_4,5,0.6639087326981818,0.2259803021550001,1.0935874449054452
2020,brazil,poisson_4,10,0.6508172530671429,0.2240124286089287,1.0768745833297877
2020,brazil,poisson_4,15,0.65310440968,0.2246084506889132,1.0825517522725423
2020,brazil,poisson_4,20,0.6416199649733332,0.2255417845049999,1.0648671256503497
2020,brazil,poisson_4,19,0.6439139849073684,0.2245784060336842,1.0679085119988447
2021,brazil,poisson_4,5,0.6897223063951515,0.2307361998789392,1.1315414338062435
2021,brazil,poisson_4,10,0.6515690800414285,0.2221466431601787,1.0756629664370765
2021,brazil,poisson_4,15,0.6552056763113042,0.224535118036087,1.080150160392945
2021,brazil,poisson_4,20,0.6425225473033334,0.2237823065191666,1.061383724884842
2021,brazil,poisson_4,19,0.6444902864589473,0.2247265039378946,1.0640920787965875
2022,brazil,poisson_4,5,0.6622334852169698,0.2253506261224242,1.092728974886389
2022,brazil,poisson_4,10,0.6385062737349999,0.2227167447410715,1.0601068540014134
2022,brazil,poisson_4,15,0.6289487323452175,0.2200206257339129,1.0469229327525118
2022,brazil,poisson_4,20,0.6387194417300001,0.2226341950447221,1.061599318671549
2022,brazil,poisson_4,19,0.6349357240105263,0.2221228881842106,1.0563705023695342
2023,brazil,poisson_4,5,0.6438122749084848,0.2234017631883334,1.0675081641798518
2023,brazil,poisson_4,10,0.6421411538942857,0.2248121712798214,1.0667721326479702
2023,brazil,poisson_4,15,0.6415168739817392,0.2238386456606519,1.0647840295074715
2023,brazil,poisson_4,20,0.6460206560611111,0.2281316523852777,1.07072121114144
2023,brazil,poisson_4,19,0.6461736150894737,0.2275018289381578,1.0713372978255569
2023,brazil,naive,19,0.666666666666667,0.2365497076023398,1.0986122886681091
2024,brazil,poisson_4,5,0.6842289013909091,0.2322068883289393,1.1243706930584705
2024,brazil,poisson_4,10,0.6569778007628571,0.2267403391453572,1.085511970429793
2024,brazil,poisson_4,15,0.6505075465408695,0.2243817657395654,1.0769847696314476
2024,brazil,poisson_4,20,0.6545231947111112,0.2221191275305556,1.0841899393952914
2024,brazil,poisson_4,19,0.6546811070831581,0.224538078906842,1.0848959372174378
2019,brazil,poisson_5,5,0.699530155801212,0.246842675252576,1.157827312036887
2019,brazil,naive,5,0.6666666666666669,0.2328282828282847,1.0986122886681098
2019,brazil,poisson_5,10,0.6629219468771428,0.2267285927117856,1.0997832434429269
2019,brazil,naive,10,0.6666666666666669,0.2319444444444454,1.0986122886681098
2019,brazil,poisson_5,15,0.6484824357930435,0.2248616185293477,1.0765775029092348
2019,brazil,naive,15,0.6666666666666669,0.2342995169082134,1.0986122886681096
2019,brazil,poisson_5,20,0.6632122662433334,0.2301531271522222,1.1019771450425044
2019,brazil,naive,20,0.6666666666666669,0.2324074074074081,1.0986122886681096
2019,brazil,poisson_5,19,0.66224506386,0.2300405503697368,1.0975100081668123
2019,brazil,naive,19,0.666666666666667,0.2339181286549715,1.0986122886681091
2020,brazil,poisson_5,5,0.6998610402636364,0.2468379883604543,1.148852604346828
2020,brazil,naive,5,0.6666666666666669,0.2308080808080826,1.0986122886681098
2020,brazil,poisson_5,10,0.6667480839892856,0.2326433744421427,1.0981015088819213
2020,brazil,naive,10,0.6666666666666669,0.2313492063492073,1.0986122886681098
2020,brazil,poisson_5,15,0.674229782286087,0.2350987062221739,1.108624281059829
2020,brazil,naive,15,0.6666666666666669,0.2328502415458945,1.0986122886681096
2020,brazil,poisson_5,20,0.6635627284911111,0.2369336508305556,1.094832083445628
2020,brazil,naive,20,0.6666666666666669,0.2361111111111118,1.0986122886681096
2020,brazil,poisson_5,19,0.6642714281652632,0.2352137956310526,1.0966856147450583
2020,brazil,naive,19,0.666666666666667,0.2347953216374276,1.0986122886681091
2021,brazil,poisson_5,5,0.7132925340969697,0.2460757169977276,1.167830017310371
2021,brazil,naive,5,0.6666666666666669,0.2292929292929311,1.0986122886681098
2021,brazil,poisson_5,10,0.6947763257935714,0.2412061157357143,1.1419704256232304
2021,brazil,naive,10,0.6666666666666669,0.2301587301587311,1.0986122886681098
2021,brazil,poisson_5,15,0.68333281952,0.2372543332215217,1.1184090541903524
2021,brazil,naive,15,0.6666666666666669,0.2306763285024162,1.0986122886681096
2021,brazil,poisson_5,20,0.6634011851544445,0.2343574244905555,1.093403658454608
2021,brazil,naive,20,0.6666666666666669,0.2342592592592598,1.0986122886681096
2021,brazil,poisson_5,19,0.6609219542031579,0.233173281314737,1.0906078822487144
2021,brazil,naive,19,0.666666666666667,0.2347953216374275,1.0986122886681091
2022,brazil,poisson_5,5,0.7026122324381818,0.2448654784457576,1.1589338596476413
2022,brazil,naive,5,0.6666666666666669,0.2308080808080826,1.0986122886681098
2022,brazil,poisson_5,10,0.6653608306271429,0.2351454335005354,1.1020964874459656
2022,brazil,naive,10,0.6666666666666669,0.2337301587301598,1.0986122886681098
2022,brazil,poisson_5,15,0.6688759479686956,0.2394969249434783,1.1096925181256654
2022,brazil,naive,15,0.6666666666666669,0.2342995169082134,1.0986122886681096
2022,brazil,poisson_5,20,0.66746806089,0.2357545260919446,1.1119309584489858
2022,brazil,naive,20,0.6666666666666669,0.232407407407408,1.0986122886681096
2022,brazil,poisson_5,19,0.6580871933063158,0.2326143971165791,1.0987731170671369
2022,brazil,naive,19,0.666666666666667,0.2339181286549713,1.0986122886681091
2023,brazil,poisson_5,5,0.6696688493939393,0.2371751777527274,1.1037849614678332
2023,brazil,naive,5,0.6666666666666669,0.2338383838383857,1.0986122886681098
2023,brazil,poisson_5,10,0.6951479752407143,0.2514218553907143,1.1433522541772456
2023,brazil,naive,10,0.6666666666666669,0.2355158730158741,1.0986122886681098
2023,brazil,poisson_5,15,0.6719168151799999,0.2384194402367393,1.1051682818144348
2023,brazil,naive,15,0.6666666666666669,0.2350241545893727,1.0986122886681096
2023,brazil,poisson_5,20,0.6801213292188889,0.2443323680644444,1.1208790453357291
2023,brazil,naive,20,0.6666666666666669,0.2370370370370376,1.0986122886681096
2024,brazil,poisson_5,5,0.7065188977915151,0.2515267364839393,1.1638463333229363
2024,brazil,naive,5,0.6666666666666669,0.2353535353535373,1.0986122886681098
2024,brazil,poisson_5,10,0.7327202799514286,0.2657469679608933,1.201617764519753
2024,brazil,naive,10,0.6666666666666669,0.2343253968253979,1.0986122886681098
2024,brazil,poisson_5,15,0.7057629053139131,0.2523644068439128,1.1614656334790114
2024,brazil,naive,15,0.6666666666666669,0.233574879227054,1.0986122886681096
2024,brazil,poisson_5,20,0.6814058514322222,0.2351228285494445,1.1226386870538554
2024,brazil,naive,20,0.6666666666666669,0.2305555555555563,1.0986122886681096
2024,brazil,poisson_5,19,0.6933474988126316,0.2436659151805265,1.1437961271907164
2024,brazil,naive,19,0.666666666666667,0.2321637426900593,1.0986122886681091
2023,england,bradley_terry_3,5,0.6142881555981818,0.2209603434909088,1.025679784697077
2023,france,bradley_terry_3,5,0.704228894175479,0.2517539403572797,1.1815416368322595
2023,italy,bradley_terry_3,5,0.6443934207242423,0.2174580795348483,1.0657029259112636
2023,spain,bradley_terry_3,5,0.616390027430909,0.195628079938788,1.0413985125037764
2023,england,bradley_terry_3,10,0.5875584748807142,0.2090504443680359,0.9833538630208644
2023,france,bradley_terry_3,10,0.6736939212111112,0.2441882875912035,1.1522050700060302
2023,italy,bradley_terry_3,10,0.6090063511185715,0.1981823856655356,1.012598678302847
2023,spain,bradley_terry_3,10,0.5875234674557143,0.1942788631057142,0.9858310744740986
2023,england,bradley_terry_3,15,0.5749166437573913,0.1990697898513043,0.9681505193203372
2023,germany,bradley_terry_3,5,0.6055716553264368,0.2037066354714558,1.011508422780234
2023,germany,bradley_terry_3,10,0.6078803202027778,0.1988136413386574,1.0155604854042095
2023,germany,bradley_terry_3,15,0.6014765744818713,0.1978041950043858,1.0029998775575748
2023,italy,bradley_terry_3,15,0.6065638267556521,0.1958803529549998,1.0044716765272153
2023,spain,bradley_terry_3,15,0.6002769530582609,0.2025498871343481,1.0067886955303176
2023,england,bradley_terry_3,20,0.5802782221766667,0.1955055424819444,0.978325645538378
2023,france,bradley_terry_3,20,0.6434937350666666,0.2340172346944443,1.0739215038410757
2023,germany,bradley_terry_3,20,0.5811215674380953,0.1948774055809524,0.9760362751722238
2023,italy,bradley_terry_3,20,0.6189448628177778,0.1977719618913889,1.0224275488780443
2023,spain,bradley_terry_3,20,0.6139113537377778,0.210439185178611,1.0313912876923
2023,england,bradley_terry_3,19,0.5732430504168421,0.1949683903023683,0.969245357388252
2023,france,bradley_terry_3,17,0.6391062700614379,0.2282902805078432,1.066564224353567
2023,germany,bradley_terry_3,17,0.5897898955398693,0.1960096320032679,0.9890452686515164
2023,italy,bradley_terry_3,19,0.6127037069105263,0.1965309651392106,1.0147276845036317
2023,spain,bradley_terry_3,19,0.6101458495315789,0.208516057681579,1.0249604987976102
2024,england,bradley_terry_3,5,0.6127898934139394,0.2140319375942423,1.019584552585055
2024,france,bradley_terry_3,5,0.627834816794636,0.2339603858042147,1.0430422765283938
2024,germany,bradley_terry_3,5,0.6285071138965517,0.217098201360728,1.0462710291665602
2024,italy,bradley_terry_3,5,0.6611282838006061,0.2278841442062121,1.0916917512794548
2024,spain,bradley_terry_3,5,0.6120627538115151,0.2123022506554546,1.025389685733605
2024,england,bradley_terry_3,10,0.6067178513578572,0.2125914717075001,1.0102243237896111
2024,france,bradley_terry_3,10,0.5695464460981482,0.2074212873581019,0.9608128583189004
2024,germany,bradley_terry_3,10,0.6054216175240741,0.2107209590395832,1.015190542667611
2024,italy,bradley_terry_3,10,0.6057764891828571,0.2030962578655359,1.0120383031032678
2024,spain,bradley_terry_3,10,0.5964104872421429,0.2064933076242856,1.0060186641180149
2024,england,bradley_terry_3,15,0.5908314993886956,0.2064641872091303,0.9870448357702244
2024,france,bradley_terry_3,15,0.580776855162573,0.2166742849961988,0.9794967890531264
2024,germany,bradley_terry_3,15,0.6184224386116959,0.2089654226222224,1.029390484983704
2024,italy,bradley_terry_3,15,0.6233942310652174,0.2108807171517391,1.0393984055404573
2024,spain,bradley_terry_3,15,0.5994312999234783,0.2074722847349999,1.0082994558809155
2024,england,bradley_terry_3,20,0.58404135823,0.2083241621955555,0.9790188239674767
2024,france,bradley_terry_3,20,0.5627611398333332,0.2158156683821429,0.957235919541112
2024,germany,bradley_terry_3,20,0.6470741011095238,0.2152552146555555,1.069145824384993
2024,italy,bradley_terry_3,20,0.5928408509688889,0.1982403013255555,0.9907711884249744
2024,spain,bradley_terry_3,20,0.5961902498444445,0.2051169623744445,1.0030614594642702
2024,england,bradley_terry_3,19,0.5826720673989474,0.2055828283421054,0.9745591816744404
2024,france,bradley_terry_3,17,0.5733774394535948,0.2135295798369281,0.9700418442214592
2024,germany,bradley_terry_3,17,0.6400763718522876,0.2104484355196078,1.0577402791040824
2024,italy,bradley_terry_3,19,0.5976416080568422,0.1987025511768421,0.9980656043881184
2024,spain,bradley_terry_3,19,0.6146541474726315,0.214455514551316,1.03345705682642
2023,england,bradley_terry_4,5,0.6129429490575758,0.2202137711172728,1.0238898463190045
2023,france,bradley_terry_4,5,0.707309742440613,0.2529461210063218,1.1892234566712396
2023,germany,bradley_terry_4,5,0.6066537550176245,0.204288427370498,1.0127195912241314
2023,italy,bradley_terry_4,5,0.64213773276,0.2163526096775759,1.0628059736021762
2023,spain,bradley_terry_4,5,0.6143253527369698,0.1949242602833334,1.0372816737047874
2023,england,bradley_terry_4,10,0.5883817502964286,0.2094487826748215,0.9847105151399032
2023,france,bradley_terry_4,10,0.6767183147212963,0.2453600027870372,1.1626117162842704
2023,germany,bradley_terry_4,10,0.6059475703305556,0.1981941936277777,1.0117389252124611
2023,italy,bradley_terry_4,10,0.6087557653714285,0.1981028210574999,1.0124608751647275
2023,spain,bradley_terry_4,10,0.5877891393614285,0.194509158930357,0.9864725475582484
2023,england,bradley_terry_4,15,0.5746686720252175,0.1989716069858697,0.9672024905301118
2023,france,bradley_terry_4,15,0.663250629340351,0.2407892748432748,1.1216744721222662
2023,germany,bradley_terry_4,15,0.600331441536842,0.1975574478918128,1.0005391095588927
2023,italy,bradley_terry_4,15,0.6045650244608695,0.1949593670945653,1.001324801794642
2023,spain,bradley_terry_4,15,0.602966130072174,0.2034548030928261,1.0125248469608763
2023,england,bradley_terry_4,20,0.5803661232566667,0.1956312394413888,0.9777081913201444
2023,france,bradley_terry_4,20,0.6469117925873015,0.2354042415912699,1.0803521618948606
2023,germany,bradley_terry_4,20,0.5785998622142857,0.1939103525587301,0.9722495051328314
2023,italy,bradley_terry_4,20,0.6181806067855556,0.1976409524086112,1.0208514065550525
2023,spain,bradley_terry_4,20,0.6156764792111112,0.2108548537569444,1.0367348067437976
2023,england,bradley_terry_4,19,0.5737523383178947,0.1953878319649999,0.9693293675810905
2023,france,bradley_terry_4,17,0.6421373098326798,0.2294043768973856,1.0727061240357785
2023,germany,bradley_terry_4,17,0.5895176345830064,0.1961752543539214,0.9881265901679774
2023,italy,bradley_terry_4,19,0.6114913294147368,0.1961185683884209,1.012634678105511
2023,spain,bradley_terry_4,19,0.6124179561052632,0.2090107349997367,1.030539470171713
2024,england,bradley_terry_4,5,0.6133023512751515,0.2140988421143939,1.0201284928756094
2024,france,bradley_terry_4,5,0.6281859284973179,0.2339179353731801,1.0437891100858037
2024,germany,bradley_terry_4,5,0.6289425584275862,0.2173763096595785,1.046776186978946
2024,italy,bradley_terry_4,5,0.6615473467909091,0.2278967290246968,1.0922460660655229
2024,spain,bradley_terry_4,5,0.6126186789363637,0.2124438797239392,1.0267016698638072
2024,england,bradley_terry_4,10,0.6076489136692856,0.2128217448273213,1.01170080402402
2024,france,bradley_terry_4,10,0.5699514071675926,0.2074318150576389,0.9613556314589772
2024,germany,bradley_terry_4,10,0.6054871524935186,0.2106644911763889,1.0150252021518265
2024,italy,bradley_terry_4,10,0.6054799920992857,0.2028767493842855,1.011348964649465
2024,spain,bradley_terry_4,10,0.5972395243764286,0.2068509834926784,1.0084382165880543
2024,england,bradley_terry_4,15,0.589482146632174,0.2055988459786955,0.9848676019703446
2024,france,bradley_terry_4,15,0.5813649076081872,0.216637880146199,0.9814086052364712
2024,germany,bradley_terry_4,15,0.6180341989754385,0.2089104948093568,1.0287417710934954
2024,italy,bradley_terry_4,15,0.6238742545278261,0.2110151315249999,1.0401331271919905
2024,spain,bradley_terry_4,15,0.5979707926817391,0.2067535155504346,1.0070297193850872
2024,england,bradley_terry_4,20,0.5842731290622223,0.2082399712872222,0.9792399046090712
2024,france,bradley_terry_4,20,0.561628290215873,0.2149879521682539,0.9569095927656566
